cardID	名前	読み	Name	セット	cost coin	cost potion	cost debt	分類	種類	VP	card	action	buy	coin	VPtoken	能力	説明	推奨の組合せ	メモ	true	名前
Secret_Chamber	秘密の部屋	ひみつのへや	Secret Chamber	陰謀	2	0	0	王国	アクション－リアクション	0	0	0	0	0	0	好きな枚数のカードを捨て札にする。 捨て札にしたカード1枚につき+1コイン ======== 他のプレイヤーがアタックカードを使用した時、手札からこのカードを公開できる。そうした場合、+2カードを引く。 その後あなたの手札からカード2枚を選び、あなたの山札の上に置く。 Discard any number of cards. +1 Coin per card discarded. ======== When another player plays an Attack card， you may reveal this from your hand. If you do， +2 cards， then put 2 cards from your hand on top of your deck. 《2nd edition》 -	このカードを自分のターンにアクションとして使用するときは、先に好きな枚数の手札を捨て札にし、その後捨て札にしたカード1枚につき1コインを得る。0枚を捨て札にすることも選択できるが、その場合は追加のコインを得ることができない。この時に、リアクションとしてのみ使用されるもう1つの能力は無視する。誰かがアタックカードを使用したとき、あなたは手札の「秘密の部屋」を公開することができる。そうした場合、まず先にカードを2枚引き、次に自分の手札2枚を自分の山札の上に（好きな順番で）戻す。山札に戻すカードは、今引いたカードである必要はない。公開した「秘密の部屋」は、公開したときはまだ自分の手札にあるため、それ自身を山札の上に戻すことも可能である。公開した「秘密の部屋」の効果は、対応したアタックよりも先に解決する。例えば、他のプレイヤーが「泥棒」を使用した場合、あなたは「秘密の部屋」を公開することができ、まずカードを2枚引き、次に手札からカード2枚を戻し、その次に「泥棒」の効果を解決する。あなたは、他のプレイヤーがアタックカードを使用したときは、そのアタックがあなたに効果がないものであっても「秘密の部屋」を公開することができる。また、1つのアタックに対して複数枚のリアクションカードを公開することもできる。例えば、1つのアタックに対して使用した「秘密の部屋」を解決した後、そのアタックを避けるために「堀」を公開することもできる。	陰＋基：脱構築（Deconstruction） 冒＋陰：王立工場（Royalty Factory）	※手札から捨て札にするカードは、好きな順番でまとめて捨て札にする。 ※「秘密の部屋」をリアクションとして公開する場合、他のプレイヤーのアタックの効果の解決より前に公開する。アタックの効果を複数の効果から選択するアタックカードに対しリアクションとして公開する場合は、効果の選択の前に公開する。アタックを使用するプレイヤーは、リアクションの公開を受けてアタックの使用を取り消すことはできない。 	true	秘密の部屋
Shanty_Town	貧民街	ひんみんがい	Shanty Town	陰謀	3	0	0	王国	アクション	0	0	2	0	0	0	+2アクション あなたの手札を公開する。あなたの手札にアクションカードが1枚もない場合、+2カードを引く。 +2 Actions Reveal your hand. If you have no Action cards in hand， +2 Cards. 《2nd edition》 +2 Actions Reveal your hand. If you have no Action cards in hand， +2 Cards.	あなたは、他に何かが発生しても、追加の+2アクションを得る。その後、自分の手札を公開しなければならない。手札にアクションカードを1枚も所持していない場合、カードを2枚引く。引いた1枚目のカードがアクションカードでも、2枚目のカードを引く。「アクション－勝利点」カードも、アクションカードとして扱う。	陰 ：秘密計画（Secret Schemes）、願い（Best Wishes） 錬＋陰：秘密調査（Secret Research） 繁＋陰：勝利への道（Paths to Victory） 異＋陰：無駄金（Money for Nothing） 冒＋陰：金融の達人（Masters of Finance）		true	貧民街
Steward	執事	しつじ	Steward	陰謀	3	0	0	王国	アクション	0	0	0	0	0	0	次のうち1つを選ぶ： 「+2カードを引く」；「+2コイン」；「あなたの手札から2枚のカードを廃棄する」 Choose one: +2 Cards; or +2 Coins; or trash 2 cards from your hand. 《2nd edition》 Choose one: +2 Cards; or +2 Coins; or trash 2 cards from your hand.	あなたが手札の2枚を廃棄することを選択し、「執事」を使用した後の手札の残り枚数が2枚以上の場合、必ず2枚は廃棄しなければならない。廃棄を選択し、「執事」を使用した後の手札の残り枚数が1枚の場合、手札に残った最後の1枚を廃棄しなければならない。カードを2枚引き、2コインを得て、2枚を廃棄するなど、3つの選択肢を合わせて使用することはできない。	陰 ：秘密計画（Secret Schemes）、願い（Best Wishes） 陰＋基：手札熱狂（Hand Madness）、下役たち（Underlings） 錬＋陰：神のしもべ（Servants） 収＋陰：最後に笑う者（Last Laughs） 冒＋陰：金融の達人（Masters of Finance）	※手札から廃棄するカードは、好きな順番でまとめて廃棄置き場に置く。 	true	執事
Swindler	詐欺師	さぎし	Swindler	陰謀	3	0	0	王国	アクション－アタック	0	0	0	0	2	0	+2コイン 他のプレイヤーは全員、自分の山札の一番上のカードを廃棄し、廃棄したカードと同コストのあなたが選んだカード1枚を獲得する。 +2 Coins Each other player trashes the top card of his deck and gains a card with the same cost that you choose. 《2nd edition》 +2 Coins Each other player trashes the top card of their deck	山札のカードが1枚もないプレイヤーは、先に捨て札をシャッフルして新たな山札を作る。それでも山札のカードがない場合は、廃棄することも、カードを獲得することもできない。プレイヤーの解決順を明確にしたい場合は、「詐欺師」を使ったプレイヤーの左隣から、ターン進行順に解決する。「銅貨」のようなコストが0コインのカードを廃棄した場合は、「呪い」カードを（サプライに残っていれば）獲得する。廃棄したカードと同じコストのカードがサプライに1枚もない場合、そのプレイヤーはカードを獲得できない。このカードに対抗して「堀」を公開したプレイヤーは、山札のカードの公開はせず、廃棄もカードの獲得もしない。	陰 ：秘密計画（Secret Schemes） 陰＋基：脱構築（Deconstruction） 繁＋陰：ラッキーセブン（Lucky Seven） 収＋陰：最後に笑う者（Last Laughs） 暗＋陰：侵攻（Invasion） 冒＋陰：王立工場（Royalty Factory）	※コストにポーションのあるカードを獲得するためには、コストにポーションがあるカードを廃棄しなければならない。 ※「銅貨」などコストが0コインのカードを廃棄した場合は、同コストのカードは0コインのカードとなるが、それは必ずしも「呪い」でなくともよい。 	true	詐欺師
Torturer	拷問人	ごうもんにん	Torturer	陰謀	5	0	0	王国	アクション－アタック	0	3	0	0	0	0	+3カードを引く 他のプレイヤーはそれぞれ、次のうち1つを選ぶ：「カード2枚を捨て札にする」；「呪いカード1枚を獲得し、自分の手札に加える」 +3 Card Each other player chooses one: he discards 2 cards; or he gains a Curse card， putting it in his hand. 《2nd edition》 +3 Cards Each other player either discards 2 cards or gains 	他のプレイヤーそれぞれは、まず選択肢を選び、その後それを実行する。サプライに「呪い」カードが1枚もなくても「呪い」カードの獲得を選択でき、その際は何も獲得しない。また、手札が1枚以下の場合でも手札2枚を捨て札にすることができ、その際はあるだけの手札を捨て札にする（0枚の場合は、捨て札はしない）。獲得した「呪い」カードは、そのプレイヤーの捨て札ではなく手札に加える。サプライに全員分の「呪い」カードの枚数がない場合、「拷問人」を使用したプレイヤーの左隣のプレイヤーからターン進行の順番で「呪い」カードを獲得する。プレイヤー間で効果の解決順が重要な場合（「呪い」カードの枚数が僅少の場合等）、ターン進行の順番で各自の選択をしていく。	陰 ：願い（Best Wishes） 陰＋基：脱構築（Deconstruction）、手札熱狂（Hand Madness） 錬＋陰：秘密調査（Secret Research） 繁＋陰：見張り塔からずっと（All Along the Watchtower） 異＋陰：無駄金（Money for Nothing） 暗＋陰：侵攻（Invasion） 帝＋陰：美味しい拷問（Delicious Torture）	※手札から捨て札にするカードは、好きな順番でまとめて捨て札にする。 	true	拷問人
Trading_Post	交易場	こうえきじょう	Trading Post	陰謀	5	0	0	王国	アクション	0	0	0	0	0	0	あなたの手札からカード2枚を廃棄する。そうした場合、銀貨1枚を獲得し、あなたの手札に加える。 Trash 2 cards from your hand. If you do， gain a silver card; put it into your hand. 《2nd edition》 Trash 2 cards from your hand. If you did， gain a Silver to your hand.	あなたの手札が2枚以上ある場合、必ず2枚を廃棄して「銀貨」1枚を獲得しなければならない。獲得した「銀貨」カードはあなたの手札に加えて、同一ターンに使うことができる。「銀貨」の山札に1枚もカードが残っていない場合、「銀貨」を獲得できない（しかし、可能であれば廃棄はする）。あなたの手札の残りが1枚で「交易場」を使用した場合、残りの1枚は廃棄するが、「銀貨」は獲得できない。手札の1枚も残っていない場合は、何も効果がない。	陰 ：秘密計画（Secret Schemes）、願い（Best Wishes） 錬＋陰：プールとツールとフール（Pools， Tools， and Fools） 帝＋陰：二人組（Buddy System）	※手札から廃棄するカードは、好きな順番でまとめて廃棄置き場に置く。 ※手札に廃棄するカードが1枚もない場合でも、「交易場」を使用することはできる。この場合は何の効果も発生しないが、「交易場」自体は1アクションを消費して使用したことになる。 	true	交易場
Tribute	貢物	みつぎもの	Tribute	陰謀	5	0	0	王国	アクション	0	0	0	0	0	0	あなたの左隣のプレイヤーは、自分の山札の上から2枚のカードを公開し、捨て札にする。あなたは、その2枚のカードのうち、異なる名前のカードごとに… アクションカードの場合：+2アクション 財宝カードの場合：+2コイン 勝利点カードの場合：+2カードを引く （カード名が同一の場合、そのカードの種類のボーナス1つのみを得る。） The player to your left reveals then discards the top 2 cards of his deck. For each differently named card revealed， if it is an... Action Card， +2 Actions Treasure Card， +2 Coins Victory Card， +2 Cards 《2nd edition》 -	あなたの左隣のプレイヤーの山札の残り枚数が2枚未満の場合、山札のすべてのカードを公開した後、捨て札をシャッフルして（公開中のカードは混ぜずに）新たな山札を作り、残りの必要枚数を公開する。その後に、そのプレイヤーは公開したカードを捨て札に置く。それでも2枚に満たない場合、公開できるかぎりのカードを公開する。あなたは、公開したカードが異なるカードの場合のみ、カードのそれぞれの種類ごとにボーナスを得る。そのカードが2つの種類を持つカードの場合、両方のボーナスを得る。例えば、左隣のプレイヤーが公開したカードが「銅貨」と「ハーレム」の場合、あなたは、「+4コイン」と「+2カードを引く」を得る。公開したカードが2枚とも「銀貨」の場合は、「+2コイン」を得る。「呪い」カードではボーナスを得られない。	陰 ：秘密計画（Secret Schemes） 繁＋陰：ラッキーセブン（Lucky Seven） 収＋陰：刺激的人生（The Spice of Life） ギ＋陰：そのカードを指名（Name That Card）	※「貢物」はアタックではないため、左隣のプレイヤーはアタックの使用に対するリアクション（「堀」「秘密の部屋」「馬商人」「物乞い」「隊商の護衛」）は使用できない。また、「灯台」「チャンピオン」でも影響を防ぐことはできない。 ※山札から公開したカードは、好きな順番でまとめて捨て札にする。 	true	貢物
Upgrade	改良	かいりょう	Upgrade	陰謀	5	0	0	王国	アクション	0	1	1	0	0	0	+1カードを引く +1アクション あなたの手札からカード1枚を廃棄する。廃棄したカードよりコストが1コイン多いカード1枚を獲得する。 +1 Card +1 Action Trash a card from your hand. Gain a card costing exactly 1 Coin more than it. 《2nd edition》 +1 Card +1 Action Trash a card from your hand. Gain a card costing exactly 1 C	先にカード1枚を引く。その後に手札1枚を廃棄し、廃棄したカードよりコストが1コイン多いカードを獲得する。獲得するカードはサプライにあるものでなければならず、獲得したら捨て札に置く。該当するコストのカードがサプライに1枚もない場合、廃棄だけをして、何も獲得できない。手札にカードを1枚も持っていない場合、廃棄も獲得もできない。カードのコストは、「橋」の影響を受ける。「橋」の効果は、廃棄するカードと獲得するカードの両方に影響するため、結果的な影響はあまりない。しかし、「橋」の効果でコストは0未満にならないため、「改良」の前に「橋」を使用することで、「銅貨」（「橋」の影響下でもコスト0コイン）を廃棄して、「屋敷」（「橋」の影響下でコスト1コイン）を獲得できる。	陰 ：勝利の舞（Victory Dance）、願い（Best Wishes） 繁＋陰：勝利への道（Paths to Victory） 異＋陰：公爵の舞踏会（The Duke's Ball） 暗＋陰：侵攻（Invasion） ギ＋陰：判決に次ぐ判決（Decisions， Decisions） 冒＋陰：金融の達人（Masters of Finance）	※コストにポーションのあるカードを獲得するためには、コストにポーションのあるカードを廃棄しなければならない。 	true	改良
Wishing_Well	願いの井戸	ねがいのいど	Wishing Well	陰謀	3	0	0	王国	アクション	0	1	1	0	0	0	+1カードを引く +1アクション カード1枚を指定する。あなたの山札の一番上のカードを公開する。公開したカードが指定したカードの場合、それをあなたの手札に加える。 +1 Card +1 Action Name a card， then reveal the top card of your deck. If it's the named card， put it in your hand. 《2nd edition》 +1 Card +1 Action Name a card， then reveal t	先に自分のカードを引く。次にカード名を指定し（例：「財宝」ではなく「銅貨」）、自分の山札の一番上のカードを公開する。公開したカードが指定したカード名と一致した場合、その公開したカードを自分の手札に加える。指定したカード名と一致しなかった場合、公開したカードはそのまま山札の上に戻す。	陰 ：願い（Best Wishes） 錬＋陰：プールとツールとフール（Pools， Tools， and Fools） 繁＋陰：ラッキーセブン（Lucky Seven） 収＋陰：刺激的人生（The Spice of Life）※災い 暗＋陰：予言（Prophecy） ギ＋陰：そのカードを指名（Name That Card）	※指定するカード名は、このゲームで使用していないカード名でもよい。 	true	願いの井戸
Ambassador	大使	たいし	Ambassador	海辺	3	0	0	王国	アクション－アタック	0	0	0	0	0	0	あなたの手札1枚を公開する。公開したカードと同じカード最大2枚までを、あなたの手札からサプライに戻す。その後、他のプレイヤー全員は、それと同じカードを1枚ずつ獲得する。 Reveal a card from your hand. Return up to 2 copies of it from your hand to the Supply. Then each other player gains a copy of it.	先に手札のカード1枚を選択して、公開する。そのカードを最大2枚まで自分の手札からサプライに戻して置くことができる。サプライへ1枚も戻さないことも選択できる。その後、他のプレイヤー全員は、サプライからそれと同じカードを1枚ずつ獲得する。サプライにある選択したカードの山札の枚数が足りない場合、そのカードを獲得できないプレイヤーがいる可能性がある。その場合、左隣のプレイヤーからターンの進行順に獲得していく。あなたの手札に他のカード（公開するカード）が1枚もない場合、何も発生しない。	海 ：埋蔵金（Buried Treasure） 海＋基：ギブ＆テイク（Give and Take） 異＋海：外交（Diplomacy） 冒＋海：ギフトとマゾム（Gifts and Mathoms）	※「同じカード」とは、「同じ名前のカード」のことを指す。 ※廃墟カードをサプライの廃墟の山札に戻した場合、他のプレイヤーはサプライの廃墟の山札の一番上に同じ名前のカードがあれば、獲得することができる。 ※サプライにないカード（闇市場デッキ、褒賞カード、避難所カード、その他カード、出世カード）は戻すことはできず、他のプレイヤーも同じカード1枚を獲得することはできない。 ※ターンの途中でサプライの山札のなくなった数がゲームの終了条件を満たしても、「大使」の効果によりそのターンの終了時においてゲームの終了条件を満たしていなければ、ゲームは続行となる。 	false	大使
Bazaar	バザー	ばざー	Bazaar	海辺	5	0	0	王国	アクション	0	1	2	0	1	0	+1カードを引く +2アクション +1コイン +1 Card +2 Actions +1 Coin	あなたはカード1枚を引き、追加のアクションを2つ使用でき、このターンに使用する追加の1コインを得る。	海 ：外洋（High Seas） 異＋海：外交（Diplomacy）		false	バザー
Caravan	隊商	たいしょう	Caravan	海辺	4	0	0	王国	アクション－持続	0	1	1	0	0	0	+1カードを引く +1アクション あなたの次のターンの開始時に、 +1カードを引く +1 Card +1 Action At the start of your next turn， +1 Card.	あなたの次のターンの開始時（開始前ではなく）にカードを1枚引く。「隊商」のカード自身はそのターンのクリーンアップフェイズに捨て札になる。	海 ：外洋（High Seas） 海＋基：反復（Repetition） 異＋海：外交（Diplomacy） 冒＋海：オレンジの王子（Prince of Orange）		false	隊商
Cutpurse	巾着切り	きんちゃくきり	Cutpurse	海辺	4	0	0	王国	アクション－アタック	0	0	0	0	2	0	+2コイン 他のプレイヤーは全員、銅貨1枚を捨て札にする（手札に銅貨がないプレイヤーは、手札を公開する）。 +2 Coins Each other player discards a Copper card (or reveals a hand with no Copper).	他のプレイヤーは、銅貨のみを1枚だけ捨て札にしなければならない。銅貨を持っていない場合は、他のプレイヤー全員が確認できるように、自分の手札を公開しなければならない。	海 ：埋蔵金（Buried Treasure） 海＋基：明日への架け橋（Reach for Tomorrow） 異＋海：旅行者たち（Travelers）		false	巾着切り
Embargo	抑留	よくりゅう	Embargo	海辺	2	0	0	王国	アクション	0	0	0	0	2	0	+2コイン このカードを廃棄する。サプライのいずれかの山札1つの上に、抑留トークン1枚を配置する。 ======== プレイヤーはカードを購入するとき、その山札に置いてある抑留トークン1枚につき、呪いカード1枚を獲得する。 +2 Coins Trash this card. Put an Embargo token on top of a Supply pile. ======== When a player buys a card， he gains a Curse card per Embargo token o	サプライにあるどの山札でも選択できる。複数の「抑留」を使用して同一の山札に抑留トークンを置く場合、その山札のカードを購入するプレイヤーは、1枚購入するごとに置いてある抑留トークンの枚数分の「呪い」カードを獲得する。抑留トークンが置いてある山札から購入以外でカードを獲得する場合（例えば、「密輸人」の効果で獲得する場合など）は、呪いカードは獲得しない。「玉座の間」の効果で「抑留」を使用する場合、抑留トークンを2枚置くことになるが、その2枚を同一の山札におく必要はない。抑留トークンの枚数が足りなくなった場合、何か代わりになる物を代用品として使用する。「呪い」カードがなくなった場合、抑留トークンの効果は発生しない。	海 ：外洋（High Seas） 異＋海：外交（Diplomacy） 冒＋海：ギフトとマゾム（Gifts and Mathoms）	※「抑留」を使用するゲームにおいては、抑留トークンを用意する。 ※抑留トークンによる「呪い」の獲得はアタックではないため、他のプレイヤーはアタックの使用に対するリアクション（「堀」「秘密の部屋」「馬商人」「物乞い」「隊商の護衛」）は使用できない。また、「灯台」「チャンピオン」でも影響を防ぐことはできない。 	false	抑留
Explorer	探検家	たんけんか	Explorer	海辺	5	0	0	王国	アクション	0	0	0	0	0	0	あなたは、自分の手札から属州カード1枚を公開してもよい。そうした場合、金貨カード1枚を獲得し、自分の手札に加える。公開しなかった場合、銀貨カードを1枚を獲得し、自分の手札に加える。 You may reveal a Province card from your hand. If you do， gain a Gold card， putting it into your hand. Otherwise， gain a Silver card， putting it into your hand.	あなたは「属州」が手札にあっても、公開する必要はない。公開した場合は「金貨」1枚を獲得し、公開しなかった場合は「銀貨」1枚を獲得する。獲得するカードは、サプライから獲得し、自分の手札に加え、同一ターンに使用することができる。	海 ：外洋（High Seas） 海＋基：反復（Repetition） 帝＋海：海の王者（King of the Sea）		false	探検家
Fishing_Village	漁村	ぎょそん	Fishing Village	海辺	3	0	0	王国	アクション－持続	0	0	2	0	1	0	+2アクション +1コイン あなたの次のターンの開始時に、 +1アクション +1コイン +2 Actions +1 Coin At the start of your next turn: +1 Action +1 Coin	あなたは、1コインと、このターン追加のアクション2つを得る。あなたの次のターンの開始時に、1コインと、このターン追加のアクション1つを得る。これは、あなたは次のターン（通常のアクションとして）アクションを合計2枚使用できることを意味する。このカードは、あなたの次のターンのクリーンアップフェイズまで、あなたの前に置いておく。	海 ：埋蔵金（Buried Treasure） 海＋基：ギブ＆テイク（Give and Take） 暗＋海：農民たち（Peasants） 冒＋海：オレンジの王子（Prince of Orange）		false	漁村
Ghost_Ship	幽霊船	ゆうれいせん	Ghost Ship	海辺	5	0	0	王国	アクション－アタック	0	2	0	0	0	0	+2カードを引く 手札を4枚以上持っている他のプレイヤーは全員、手札枚数が3枚になるまで、手札のカードを自分の山札の上に置く。 +2 Cards Each other player with 4 or more cards in hand puts cards from his hand on top of his deck until he has 3 cards in his hand.	他のプレイヤーは全員、自分の山札に置くカードと、置く順番を選ぶ。手札を3枚しか持っていないプレイヤーには効果がない。自分の山札に1枚もカードが残っていないプレイヤーは、捨て札をシャッフルせず、手札から置くカードだけが自分の山札になる。	海 ：難破船（Shipwrecks） 海＋基：明日への架け橋（Reach for Tomorrow）	※手札から山札の上に置くカードは、好きな順番でまとめて置く。 	false	幽霊船
Haven	停泊所	ていはくじょ	Haven	海辺	2	0	0	王国	アクション－持続	0	1	1	0	0	0	+1カードを引く +1アクション あなたの手札のカード1枚を、裏向きにして脇に置く。あなたの次のターンの開始時に、そのカードをあなたの手札に加える。 +1 Card +1 Action Set aside a card from your hand face down. At the start of your next turn， put it into your hand.	先にカード1枚を引き、次に手札のカード1枚を選んで、裏向きに脇に置く。脇に置いたカードは、忘れないように「停泊所」の上に置いておく。他のプレイヤーは、そのカードを見ることができない。脇にカードを置くことは強制である。「停泊所」とその上に置いたカードは、あなたの次のターンの開始時の、脇に置いたカードを手札に加える時まで脇に置いておく。「停泊所」のカード自身は、そのターンのクリーンアップフェイズに捨て札になる。	海 ：外洋（High Seas） 海＋基：ギブ＆テイク（Give and Take） 暗＋海：農民たち（Peasants） 冒＋海：ギフトとマゾム（Gifts and Mathoms） 帝＋海：海の王者（King of the Sea）	※「+1カードを引く」の後も手札が1枚もなく、手札からカード1枚を脇に置くことができない場合、「停泊所」はこのターンのクリーンアップフェイズに捨て札へ移動する。 ※「停泊所」の効果により裏向きに脇に置いたカードは、いつでも表面を見てもよい。 	false	停泊所
Island	島	しま	Island	海辺	4	0	0	王国	アクション－勝利点	2	0	0	0	0	0	このカードと、あなたの手札にあるもう1枚のカードを脇に置く。ゲーム終了時に、このカードの効果で脇に置いた2枚を、あなたの山札へ戻す。 ======== 2勝利点 Set aside this and another card from your hand. Return them to your deck at the end of the game. ======== 2 VP	このカードを初めて入手するときに、島のプレイヤーマット1枚を受け取る。「島」は、アクションカードと勝利点カードの両方として扱う。3人または4人でゲームをする際は、「島」は12枚使用する。2人でゲームをする際は8枚の「島」を使用する。「島」と脇に置くカードは、島のプレイヤーマットの上に表向きに置いておく。島のプレイヤーマット上にあるカードは、捨て札をシャッフルする際に混ぜてはいけない。島のプレイヤーマットに置いたカードは、勝利点として計算するために、ゲーム終了時に山札に戻す。「島」の勝利点は2である。「島」を使う時に自分の手札の残りが1枚もない場合、「島」だけを脇に置く。「玉座の間」の効果で「島」を使う場合、まず「島」と手札のカード1枚を脇に置き、次に手札のもう1枚だけを脇に置く。島のプレイヤーマットの上に置いたカードは、表向きに置くため、すべてのプレイヤーがそのカードを確認する。	海 ：外洋（High Seas） 海＋基：ギブ＆テイク（Give and Take） 異＋海：旅行者たち（Travelers） 暗＋海：農民たち（Peasants）	※「島」を使用するゲームにおいては、島のプレイヤーマットを用意する。 ※「島」は、5～6人でプレイする際も12枚をサプライに配置する。 	false	島
Lighthouse	灯台	とうだい	Lighthouse	海辺	2	0	0	王国	アクション－持続	0	0	1	0	1	0	+1アクション 現在と、あなたの次のターンの開始時に、+1コイン ======== このカードが場に出ているかぎり、他のプレイヤーがアタックカードを使用しても、あなたはそのカードの影響を受けない。 +1 Action Now and at the start of your next turn: +1 Coin. ======== While this is in play， when another player plays an Attack card， it doesn't affect you.	あなたはこのターン、追加の1アクションと追加の1コインを使用でき、次のターンは追加の1コインのみを使用できる。他のプレイヤーが使うアタックカードの効果は、たとえあなたが影響を受けることを望んでも、あなたに影響を与えることができない。あなたは、アタックカードを使用された時に「秘密の部屋」を公開して、カード2枚を引いて、手札から2枚を山札の上に戻すことはできるが、そのアタックカードの効果（カードを引くなど）は適用される。「灯台」は、あなたの次のターンのクリーンアップフェイズに捨て札になる。	海 ：埋蔵金（Buried Treasure）	※「堀」と同様の効果であるが、「灯台」はリアクションではない。「灯台」を場に出しているときでも、アタックの使用に対するリアクション（「堀」「秘密の部屋」「馬商人」「物乞い」「隊商の護衛」）を使用することはできる。 	false	灯台
Lookout	見張り	みはり	Lookout	海辺	3	0	0	王国	アクション	0	0	1	0	0	0	+1アクション あなたの山札の上から3枚のカードを見て、その中の1枚を廃棄し、その中の1枚を捨て札にする。残り1枚を、あなたの山札の一番上に置く。 +1 Action Look at the top 3 cards of your deck. Trash one of them. Discard one of them. Put the other one on top of your deck.	あなたの山札の残り枚数が2枚以下の場合、残りの山札すべてを見た後、捨て札をシャッフルして新たな山札を作り、そこから不足分の枚数のカードを見る。あなたは、3枚すべてのカードを見た後で、廃棄するカード、捨て札にするカード、山札に戻すカードを決めなければならない。あなたの山札の残り枚数が3枚だけの場合、このカードの解決後の山札は、戻した1枚だけになる。捨て札をシャッフルし直して新たな山札を作っても3枚に満たない場合（山札と捨て札の合計枚数が2枚以下の場合）、カードテキストに記載されている順番に効果を適用する。合計1枚しかない場合はそのカードを廃棄しなければならない。2枚しかない場合は2枚を見て、1枚を廃棄し、1枚を捨て札にしなければならない。	海 ：外洋（High Seas） 海＋基：明日への架け橋（Reach for Tomorrow） 異＋海：旅行者たち（Travelers） 暗＋海：農民たち（Peasants）	※「見張り」の効果により山札の上から3枚のカードを見て、その中から「ネズミ」1枚を廃棄した場合、「ネズミ」の廃棄時の効果により山札から引くカード1枚は、「見張り」で見た3枚のカードの中からではなく、それらを除いた山札の一番上のカード1枚になる。 	false	見張り
Merchant_Ship	商船	しょうせん	Merchant Ship	海辺	5	0	0	王国	アクション－持続	0	0	0	0	2	0	現在と、あなたの次のターンの開始時に、+2コイン Now and at the start of your next turn: +2 Coins.	あなたは、このターンに使う追加の2コインを得て、次のターンも追加の2コインを得る。このカードは、あなたの次のターンのクリーンアップフェイズまで、あなたの前に置いておく。	海 ：難破船（Shipwrecks） 異＋海：旅行者たち（Travelers） 冒＋海：オレンジの王子（Prince of Orange）		false	商船
Native_Village	原住民の村	げんじゅうみんのむら	Native Village	海辺	2	0	0	王国	アクション	0	0	2	0	0	0	+2アクション 次のうち1つを選ぶ：「あなたの山札の一番上のカードを、あなたの原住民の村マット上に、裏向きにして脇に置く。」；「あなたのマット上にあるカードすべてを手札に加える。」 あなたは自分のマット上にあるカードをいつでも見ることができ、そのカードはゲーム終了時にあなたの山札に戻す。 +2 Actions Choose one: Set aside the top card of your deck face down on your Native Village mat; or put all th	このカードを初めて入手するときに、原住民の村のプレイヤーマット1枚を受け取る。「原住民の村」を使用するとき、原住民の村プレイヤーマット上の脇に置いたカードすべてを自分の手札に加えるか、自分の山札の一番上のカード1枚を（必要であればシャッフルして新たな山札を作って）裏向きにして原住民の村プレイヤーマット上へ脇に置くかをする。あなたは、自分の原住民の村プレイヤーマット上のカードをいつでも見ることができる。ゲームの終了時に原住民の村プレイヤーマット上に残っているカードは、得点計算のために自分の山札に戻す。使用した「原住民の村」カード自身は脇には置かず、クリーンアップフェイズに自分の捨て札に置く。	海 ：難破船（Shipwrecks） 暗＋海：海の藻屑（Watery Graves） 帝＋海：海の王者（King of the Sea）	※「原住民の村」を使用するゲームにおいては、原住民の村のプレイヤーマットを用意する。 ※見るとは、自分だけがそのカードを見ることをいう。カードがあるプレイヤーへ他のカード（1枚でも複数でも）を見ることを指示しているとき、そのプレイヤーは他のプレイヤーへそのカードを見せてはいけない。 ※効果を選択する前には、山札の一番上のカードを見ることはできない。 	false	原住民の村
Navigator	航海士	こうかいし	Navigator	海辺	4	0	0	王国	アクション	0	0	0	0	2	0	+2コイン あなたの山札の上から5枚のカードを見る。見たカードすべてを捨て札にする。または、見たカードすべてを好きな順番にあなたの山札の上へ戻す。 +2 Coins Look at the top 5 cards of your deck. Either discard all of them， or put them back on top of your deck in any order.	あなたは、5枚すべてを捨て札にするか、1枚も捨て札にしないかのどちらかである。捨て札にしない場合、好きな順番で山札へ戻す。山札の残り枚数が5枚未満の場合、山札の残り枚数すべてを見た後、捨て札を（今見たカードを混ぜないように）シャッフルし直して新たな山札を作り、不足枚数を見る。それでも5枚に満たない場合、残り枚数すべてを見て、それを捨て札にするか、山札に戻すかをする。	海 ：難破船（Shipwrecks）	※山札から見たカードを捨て札にする場合は、好きな順番でまとめて捨て札にする。 	false	航海士
Outpost	前哨地	ぜんしょうち	Outpost	海辺	5	0	0	王国	アクション－持続	0	0	0	0	0	0	あなたは、このターンのクリーンアップフェイズに、カードを（5枚ではなく）3枚しか引くことができない。 このターンの後に、追加の1ターンを得る。この効果で、あなたは追加ターンを、1ターンまでしか得ることができない。 You only draw 3 cards (instead of 5) in this turn's Clean-up phase. Take an extra turn after this one. This can't cause you to take more than two consecutive turns.	追加のターンは、開始時の手札枚数が3枚しかないこと以外は、通常と同じである。その追加ターンの終了時まで、「前哨地」は自分の手前に置いておく。「前哨地」を「商船」のような「現在と、あなたの次のターンの開始時」に適用されるカードと一緒に使用した場合、「前哨地」の効果による追加のターンを次のターンとして扱う。（したがって、「商船」を使用した場合、追加のターンに追加のコインを得る。）あなたが1ターンに「前哨地」を2枚使用した場合でも、追加のターンは1ターンしかない。追加のターン中に「前哨地」を使用しても、さらに追加のターンを得ることはできない。	海 ：埋蔵金（Buried Treasure） 海＋基：反復（Repetition）	※1枚のカードを複数回使用するカード（「玉座の間」「宮廷」「行進」「門下生」）を使用しても、「前哨地」の効果による追加のターンは1ターンまでしか得ることができない。 	false	前哨地
